userID,restaurantID,RName,Cuisine,Area,Seats,Halls_Count,Summer_Terrace,VIP_Zone,Avg_Bill,Staff_Count,Michelin_Stars,Age,Gender,Profession,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Rating
V0224,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,41,Male,IT Specialist,0.63,0.71,0.15,0.65,0.19,4.0
V0500,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,38,Male,Finance,0.58,0.88,0.13,0.42,0.27,4.5
V0852,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,54,Female,Scientist,0.53,0.66,0.79,0.65,0.54,4.0
V0976,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,55,Female,Scientist,0.53,0.36,0.45,0.5,0.39,2.0
V0965,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,62,Female,IT Specialist,0.59,0.46,0.55,0.43,0.59,3.0
V0971,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,50,Male,Sales,0.57,0.57,0.7,0.44,0.48,3.0
V0763,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,47,Female,IT Specialist,0.65,0.77,0.5,0.61,0.68,3.0
V0766,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,27,Female,Finance,0.74,0.62,0.72,0.58,0.56,3.0
V0263,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,40,Female,Entrepreneur,0.45,0.48,0.65,0.49,0.35,3.5
V0721,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,50,Female,Manager,0.58,0.35,0.68,0.81,0.19,1.5
V0765,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,47,Female,Scientist,0.66,0.18,0.6,0.45,0.59,3.5
V0864,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,65,Male,Scientist,0.54,0.68,0.21,0.64,0.47,3.5
V0612,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,25,Male,Medical,0.59,0.48,0.8,0.68,0.54,2.0
V0954,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,29,Female,Manager,0.48,0.71,0.31,0.7,0.87,1.5
V0676,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,51,Male,Scientist,0.63,0.34,0.44,0.52,0.55,4.0
V0375,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,56,Female,Manager,0.81,0.61,0.5,0.54,0.68,4.5
V0496,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,61,Female,Manager,0.72,0.68,0.41,0.6,0.77,4.0
V0460,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,41,Male,Medical,0.57,0.34,0.46,0.64,0.23,3.5
V0476,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,59,Female,Finance,0.74,0.59,0.58,0.55,0.33,3.0
V0509,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,52,Female,Service Worker,0.3,0.42,0.34,0.56,0.12,3.0
V0225,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,50,Female,Medical,0.58,0.55,0.78,0.67,0.15,3.0
V0848,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,25,Female,Manager,0.47,0.66,0.38,0.49,0.29,4.0
V0547,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,65,Female,Sales,0.65,0.16,0.53,0.71,0.22,1.5
V0101,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,34,Male,Scientist,0.7,0.3,0.51,0.51,0.75,3.5
V0625,R021,Darbar,French,106,68,3,No,No,3143,13,0,46,Male,Medical,0.58,0.4,0.57,0.82,0.32,2.5
V0288,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,54,Male,Entrepreneur,0.71,0.74,0.42,0.64,0.51,2.0
V0315,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,61,Female,Scientist,0.71,0.44,0.54,0.62,0.5,3.5
V0598,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,37,Male,Finance,0.71,0.61,0.65,0.57,0.57,1.0
V0673,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,58,Male,IT Specialist,0.48,0.61,0.48,0.79,0.56,1.0
V0378,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,55,Male,Service Worker,0.73,0.52,0.64,0.58,0.79,1.0
V0453,R047,Sartoria Lamberti,Italian,147,39,2,Yes,No,5986,28,0,25,Female,Medical,0.62,0.37,0.59,0.6,0.46,3.5
V0164,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,45,Female,Creative,0.79,0.57,0.7,0.73,0.42,2.5
V0329,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,37,Female,Sales,0.52,0.54,0.4,0.72,0.49,3.0
V0332,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,27,Male,Entrepreneur,0.7,0.53,0.43,0.63,0.74,2.5
V0758,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,43,Female,Entrepreneur,0.39,0.65,0.64,0.65,0.38,3.5
V0619,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,60,Male,Finance,0.76,0.61,0.51,0.62,0.32,3.5
V0006,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,35,Female,Finance,0.76,0.26,0.34,0.56,0.55,1.0
V0795,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,56,Male,Medical,0.66,0.35,0.39,0.73,0.61,4.0
V0271,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,59,Female,Creative,0.3,0.32,0.59,0.61,0.15,2.5
V0065,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,62,Male,Creative,0.47,0.62,0.45,0.49,0.17,2.0
V0117,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,60,Female,Creative,0.81,0.73,0.45,0.73,0.73,4.0
V0423,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,40,Male,Sales,0.36,0.68,0.4,0.6,0.42,5.0
V0065,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,62,Male,Creative,0.47,0.62,0.45,0.49,0.17,1.5
V0460,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,41,Male,Medical,0.57,0.34,0.46,0.64,0.23,3.0
V0348,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,40,Male,Manager,0.62,0.72,0.4,0.61,0.38,3.0
V0260,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,55,Female,Scientist,0.44,0.5,0.34,0.62,0.41,2.5
V0534,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,60,Male,IT Specialist,0.54,0.73,0.48,0.66,0.53,4.0
V0056,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,38,Female,Finance,0.66,0.51,0.74,0.66,0.61,3.0
V0314,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,24,Female,Finance,0.4,0.28,0.36,0.68,0.37,2.5
V0757,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,37,Female,IT Specialist,0.63,0.18,0.41,0.52,0.45,3.5
V0015,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,43,Male,Student,0.65,0.65,0.46,0.77,0.4,3.5
V0731,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,47,Female,Service Worker,0.6,0.47,0.53,0.66,0.53,1.5
V0050,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,40,Female,Medical,0.51,0.65,0.32,0.68,0.66,4.0
V0787,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,26,Female,Service Worker,0.62,0.52,0.26,0.62,0.14,1.0
V0099,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,33,Male,IT Specialist,0.82,0.61,0.25,0.54,0.36,4.5
V0988,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,39,Female,Sales,0.44,0.83,0.8,0.8,0.54,3.0
V0868,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,18,Female,Manager,0.65,0.33,0.6,0.57,0.69,1.5
V0032,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,59,Male,Student,0.55,0.42,1.0,0.68,0.22,1.0
V0901,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,33,Female,Finance,0.44,0.59,0.59,0.67,0.63,3.5
V0091,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,53,Male,Finance,0.78,0.59,0.76,0.55,0.77,3.0
V0875,R047,Sartoria Lamberti,Italian,147,39,2,Yes,No,5986,28,0,23,Male,Entrepreneur,0.62,0.46,0.56,0.41,0.37,2.5
V0914,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,47,Male,Student,0.65,0.39,0.0,0.56,0.6,2.0
V0697,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,52,Female,Manager,0.18,0.55,0.39,0.58,0.46,2.0
V0490,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,43,Male,Finance,0.97,0.63,0.6,0.69,0.55,2.0
V0181,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,44,Female,Student,0.66,0.35,0.64,0.66,0.74,2.5
V0766,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,27,Female,Finance,0.74,0.62,0.72,0.58,0.56,2.5
V0306,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,50,Female,IT Specialist,0.47,0.85,0.55,0.59,0.45,3.5
V0161,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,49,Female,Service Worker,0.97,0.43,0.55,0.66,0.1,1.0
V0473,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,36,Female,Entrepreneur,0.54,0.72,0.73,0.58,0.5,1.0
V0306,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,50,Female,IT Specialist,0.47,0.85,0.55,0.59,0.45,3.0
V0833,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,54,Female,Manager,0.77,0.62,0.49,0.66,0.0,4.0
V0525,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,27,Male,Student,0.72,0.64,0.76,0.47,0.26,2.5
V0690,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,48,Male,Finance,0.51,0.56,0.34,0.64,0.67,3.5
V0939,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,30,Male,Creative,0.72,0.92,0.37,0.6,0.35,2.5
V0770,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,24,Male,Service Worker,0.5,0.56,0.5,0.65,0.56,1.0
V0315,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,61,Female,Scientist,0.71,0.44,0.54,0.62,0.5,5.0
V0472,R021,Darbar,French,106,68,3,No,No,3143,13,0,24,Female,Service Worker,0.65,0.85,0.49,0.7,0.2,1.5
V0652,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,43,Male,IT Specialist,0.69,0.54,0.34,0.65,0.51,4.0
V0552,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,56,Female,IT Specialist,0.5,0.27,0.67,0.5,0.31,5.0
V0287,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,42,Male,Creative,0.67,0.32,0.55,0.5,0.39,2.5
V0539,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,52,Female,Sales,0.39,0.46,0.6,0.71,0.57,1.5
V0818,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,49,Female,Finance,0.71,0.62,0.41,0.84,0.44,3.0
V0033,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,41,Male,Creative,0.48,0.53,0.33,0.78,0.36,2.0
V0593,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,52,Female,Service Worker,0.56,0.77,0.65,0.61,0.51,1.5
V0322,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,47,Female,Entrepreneur,0.72,0.06,0.16,0.69,0.09,1.0
V0171,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,45,Female,IT Specialist,0.57,0.65,0.58,0.45,0.5,4.5
V0624,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,59,Male,Service Worker,0.68,0.61,0.58,0.8,0.28,2.0
V0680,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,61,Female,Student,0.62,0.65,0.75,0.43,0.83,1.0
V0509,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,52,Female,Service Worker,0.3,0.42,0.34,0.56,0.12,4.0
V0108,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,46,Male,Finance,0.81,0.59,0.61,0.65,0.45,2.0
V0163,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,27,Female,Finance,0.49,0.78,0.59,0.8,0.35,4.5
V0651,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,46,Male,Medical,0.45,0.43,0.74,0.49,0.49,3.0
V0193,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,50,Male,Student,0.73,0.58,0.16,0.62,0.47,1.0
V0416,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,23,Female,Manager,0.67,0.67,0.28,0.49,0.51,2.0
V0160,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,48,Female,Finance,0.69,0.83,0.38,0.45,0.25,3.0
V0705,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,60,Male,Medical,0.74,0.64,0.28,0.66,0.57,4.5
V0117,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,60,Female,Creative,0.81,0.73,0.45,0.73,0.73,3.5
V0232,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,62,Female,Scientist,0.21,0.32,0.41,0.66,0.46,2.0
V0001,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,54,Male,Finance,0.57,0.59,0.59,0.47,0.33,3.5
V0087,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,57,Male,Sales,0.72,0.57,0.04,0.48,0.64,2.5
V0880,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,31,Male,Finance,0.52,0.63,0.95,0.69,0.43,2.5
V0121,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,46,Female,IT Specialist,0.8,0.28,0.25,0.64,0.47,4.5
V0234,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,60,Female,Creative,0.98,0.5,0.23,0.6,0.6,3.5
V0603,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,38,Female,IT Specialist,0.5,0.39,0.47,0.73,0.2,1.5
V0020,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,44,Female,Manager,0.8,0.63,0.56,0.5,0.45,2.0
V0924,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,34,Female,Manager,0.6,0.51,0.43,0.5,0.47,1.0
V0027,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,51,Male,Entrepreneur,0.61,0.31,0.24,0.69,0.42,2.5
V0454,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,53,Female,Sales,0.64,0.7,0.54,0.5,0.5,3.5
V0573,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,30,Female,Entrepreneur,0.68,0.33,0.26,0.54,0.1,2.0
V0687,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,39,Male,Medical,0.73,0.48,0.12,0.71,0.43,1.5
V0632,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,37,Female,Finance,0.48,0.51,0.6,0.5,0.65,2.5
V0027,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,51,Male,Entrepreneur,0.61,0.31,0.24,0.69,0.42,2.0
V0767,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,65,Male,Finance,0.54,0.68,0.61,0.36,0.22,3.5
V0472,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,24,Female,Service Worker,0.65,0.85,0.49,0.7,0.2,1.0
V0617,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,38,Male,Finance,0.41,0.51,0.57,0.62,0.57,4.0
V0875,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,23,Male,Entrepreneur,0.62,0.46,0.56,0.41,0.37,1.0
V0603,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,38,Female,IT Specialist,0.5,0.39,0.47,0.73,0.2,4.5
V0624,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,59,Male,Service Worker,0.68,0.61,0.58,0.8,0.28,1.5
V0556,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,37,Male,Sales,0.64,0.39,0.26,0.55,0.79,4.0
V0994,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,33,Male,Scientist,0.57,0.5,0.54,0.61,0.1,3.5
V0594,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,37,Male,Entrepreneur,0.66,0.49,0.6,0.42,0.66,2.5
V0329,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,37,Female,Sales,0.52,0.54,0.4,0.72,0.49,3.5
V0237,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,51,Male,Student,0.54,0.5,0.49,0.58,0.65,1.5
V0754,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,59,Male,Finance,0.79,0.61,0.63,0.93,0.57,3.0
V0890,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,57,Male,Creative,0.47,0.58,0.18,0.55,0.53,4.0
V0784,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,55,Female,IT Specialist,0.8,0.78,0.59,0.7,0.39,3.0
V0989,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,44,Female,Manager,0.67,0.65,0.32,0.51,0.19,2.0
V0050,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,40,Female,Medical,0.51,0.65,0.32,0.68,0.66,1.5
V0334,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,45,Female,Sales,0.61,0.68,0.5,0.73,0.38,3.5
V0175,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,43,Female,Scientist,0.69,0.84,0.65,0.69,0.55,3.5
V0634,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,26,Male,Finance,0.64,0.42,0.38,0.73,0.67,3.0
V0747,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,20,Male,Medical,0.75,0.63,0.0,0.49,0.79,4.0
V0430,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,40,Male,Sales,0.63,0.52,0.19,0.52,0.44,4.0
V0106,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,65,Male,IT Specialist,0.7,0.89,0.56,0.54,0.35,4.0
V0050,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,40,Female,Medical,0.51,0.65,0.32,0.68,0.66,4.0
V0813,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,24,Female,Manager,0.49,0.81,0.6,0.61,0.39,1.0
V0692,R047,Sartoria Lamberti,Italian,147,39,2,Yes,No,5986,28,0,47,Male,Sales,0.42,0.55,0.61,0.65,0.18,3.0
V0350,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,35,Male,Manager,0.72,0.42,0.46,0.71,0.84,2.0
V0019,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,42,Male,Scientist,0.58,0.55,0.3,0.51,0.11,3.0
V0669,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,49,Male,Creative,0.56,0.66,0.49,0.6,0.5,3.5
V0802,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,25,Female,Sales,0.54,0.62,0.84,0.75,0.76,1.5
V0313,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,61,Male,Service Worker,0.44,0.47,0.66,0.72,0.53,2.0
V0630,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,34,Male,Service Worker,0.72,0.27,0.28,0.53,0.11,3.5
V0446,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,62,Female,Service Worker,0.56,0.6,0.64,0.52,0.38,2.5
V0691,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,57,Male,Student,0.68,0.82,0.32,0.72,0.5,2.0
V0947,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,18,Female,Entrepreneur,0.3,0.7,0.38,0.52,0.0,2.5
V0148,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,43,Male,IT Specialist,0.57,0.36,0.63,0.68,0.59,3.5
V0774,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,53,Male,IT Specialist,0.41,0.51,0.35,0.73,0.68,4.0
V0234,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,60,Female,Creative,0.98,0.5,0.23,0.6,0.6,3.5
V0035,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,60,Female,Sales,0.83,0.67,0.42,0.72,0.72,4.0
V0791,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,63,Female,Student,0.37,0.81,0.29,0.64,0.16,2.0
V0353,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,34,Female,Scientist,0.52,0.38,0.45,0.61,0.22,4.0
V0507,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,55,Male,Creative,0.47,0.65,0.63,0.67,0.37,2.5
V0820,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,64,Male,Sales,0.56,0.35,0.64,0.71,0.46,1.0
V0241,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,31,Male,Student,0.4,0.23,0.48,0.63,0.75,1.0
V0120,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,50,Male,Sales,0.36,0.45,0.31,0.67,0.52,5.0
V0589,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,62,Male,Service Worker,0.45,0.54,0.4,0.58,0.6,2.0
V0901,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,33,Female,Finance,0.44,0.59,0.59,0.67,0.63,3.5
V0983,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,47,Female,Student,0.52,0.49,0.7,0.65,0.44,1.5
V0867,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,60,Male,Manager,0.46,0.59,0.45,0.49,0.46,3.5
V0673,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,58,Male,IT Specialist,0.48,0.61,0.48,0.79,0.56,2.5
V0082,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,35,Female,Creative,0.55,0.3,0.3,0.73,0.22,1.0
V0583,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,54,Male,Scientist,0.92,0.69,0.3,0.5,0.43,2.0
V0515,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,62,Female,Entrepreneur,0.45,0.53,0.89,0.68,0.64,2.0
V0359,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,65,Male,Student,0.66,0.36,0.28,0.73,0.69,3.5
V0756,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,51,Female,Entrepreneur,0.54,0.5,0.64,0.54,0.14,2.5
V0755,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,34,Female,Creative,0.71,0.25,0.5,0.56,0.71,3.0
V0656,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,30,Male,Creative,0.72,0.64,0.53,0.7,0.91,3.0
V0209,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,33,Female,Student,0.48,0.5,0.56,0.73,0.38,2.0
V0027,R021,Darbar,French,106,68,3,No,No,3143,13,0,51,Male,Entrepreneur,0.61,0.31,0.24,0.69,0.42,2.0
V0047,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,51,Male,Finance,0.7,0.57,0.56,0.81,0.73,3.5
V0431,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,44,Female,Sales,0.67,0.57,0.67,0.53,0.25,3.0
V0806,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,64,Male,Finance,0.79,0.49,0.73,0.62,0.21,3.0
V0998,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,33,Male,Entrepreneur,0.74,0.49,0.25,0.46,0.2,1.0
V0047,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,51,Male,Finance,0.7,0.57,0.56,0.81,0.73,3.0
V0011,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,42,Male,IT Specialist,0.56,0.74,0.53,0.5,0.19,1.0
V0948,R021,Darbar,French,106,68,3,No,No,3143,13,0,60,Male,Sales,0.39,0.49,0.53,0.47,0.43,3.0
V0024,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,62,Female,Scientist,0.61,0.45,0.45,0.66,0.64,4.0
V0124,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,34,Male,Medical,0.33,0.78,0.59,0.7,0.48,3.5
V0674,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,47,Male,Sales,0.79,0.3,0.39,0.54,0.48,3.0
V0172,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,50,Female,Entrepreneur,0.34,0.73,0.36,0.62,0.15,2.0
V0199,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,20,Male,Medical,0.63,0.79,0.67,0.71,0.68,3.0
V0029,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,57,Male,Service Worker,0.65,0.5,0.37,0.44,0.32,1.5
V0346,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,59,Female,Medical,0.62,0.71,0.43,0.73,0.86,2.0
V0906,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,26,Male,Medical,0.46,0.36,0.61,0.48,0.4,5.0
V0099,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,33,Male,IT Specialist,0.82,0.61,0.25,0.54,0.36,2.5
V0837,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,56,Female,Service Worker,0.65,0.49,0.25,0.49,0.27,1.0
V0305,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,45,Male,Scientist,0.63,0.33,0.33,0.69,0.73,2.5
V0966,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,36,Male,Finance,0.82,0.52,0.66,0.59,0.43,3.0
V0898,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,20,Female,Student,0.68,0.27,0.28,0.66,0.4,2.0
V0928,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,56,Female,Student,0.37,0.57,0.46,0.7,0.47,2.0
V0006,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,35,Female,Finance,0.76,0.26,0.34,0.56,0.55,1.5
V0155,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,45,Male,Entrepreneur,0.6,0.27,0.51,0.67,0.3,3.5
V0805,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,29,Male,Student,0.48,0.54,0.77,0.59,0.55,2.0
